t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_L4,eta_R1,eta_R2,eta_R3,eta_R4,W_joint_J,E_damp_J,abs_dP,abs_dL
6.8200,58.47544,-38.98363,0.026938,18.618892,0.000782,18.618911,0.0042446,0.0000086,0.0010180,0.097261,0.096178,2.90971742e-05,4.18752119e-07,3.13828229e-08,5.84237057e-09,2.87753693e-05,4.16247274e-07,3.12153539e-08,5.81283062e-09,5.65242889e-04,2.86456759e-10,1.301e-17,2.880e-18
6.8400,58.54560,-39.03040,0.026982,18.645601,0.000796,18.645620,0.0042706,0.0000087,0.0010201,0.097856,0.096779,2.92725713e-05,4.18274565e-07,3.12433507e-08,5.81482110e-09,2.89522115e-05,4.15781232e-07,3.10770821e-08,5.78549879e-09,5.34772898e-04,2.86651746e-10,8.674e-18,4.743e-19
6.8600,58.61377,-39.07585,0.027025,18.671557,0.000810,18.671576,0.0042958,0.0000087,0.0010222,0.098473,0.097402,2.94539565e-05,4.17516993e-07,3.10767294e-08,5.78478878e-09,2.91354608e-05,4.15039956e-07,3.09117566e-08,5.75568921e-09,5.05309098e-04,2.86860679e-10,9.649e-18,3.151e-18
6.8800,58.67998,-39.11999,0.027067,18.696766,0.000823,18.696785,0.0043204,0.0000087,0.0010242,0.099096,0.098032,2.96360439e-05,4.15659926e-07,3.09002646e-08,5.75235813e-09,2.93198367e-05,4.13205445e-07,3.07365772e-08,5.72348631e-09,4.76848212e-04,2.87071827e-10,1.193e-17,4.337e-19
6.9000,58.74424,-39.16283,0.027107,18.721233,0.000835,18.721253,0.0043443,0.0000087,0.0010262,0.099707,0.098652,2.98133504e-05,4.12434433e-07,3.07212630e-08,5.71758151e-09,2.94998553e-05,4.10006812e-07,3.05588698e-08,5.68894268e-09,4.49385869e-04,2.87272884e-10,6.072e-18,5.197e-18
6.9200,58.80657,-39.20438,0.027146,18.744966,0.000847,18.744985,0.0043675,0.0000087,0.0010281,0.100286,0.099242,2.99802850e-05,4.08276460e-07,3.05147349e-08,5.68041633e-09,2.96699191e-05,4.05875802e-07,3.03537316e-08,5.65201648e-09,4.22916592e-04,2.87452099e-10,1.962e-17,1.164e-17
6.9400,58.86698,-39.24465,0.027185,18.767969,0.000859,18.767989,0.0043901,0.0000087,0.0010300,0.100811,0.099779,3.01312349e-05,4.04065051e-07,3.03025059e-08,5.64078204e-09,2.98244034e-05,4.01687532e-07,3.01428790e-08,5.61262799e-09,3.97433795e-04,2.87599570e-10,4.337e-18,3.202e-18
6.9600,58.92548,-39.28365,0.027221,18.790250,0.000871,18.790270,0.0044119,0.0000087,0.0010318,0.101261,0.100242,3.02606495e-05,4.00600167e-07,3.00823335e-08,5.59864744e-09,2.99577399e-05,3.98240638e-07,2.99241248e-08,5.57074628e-09,3.72929787e-04,2.87708844e-10,8.348e-18,6.278e-18
6.9800,58.98211,-39.32140,0.027257,18.811815,0.000882,18.811835,0.0044331,0.0000087,0.0010335,0.101616,0.100611,3.03631229e-05,3.98131792e-07,2.98346197e-08,5.55399476e-09,3.00645006e-05,3.95787167e-07,2.96779197e-08,5.52635357e-09,3.49395803e-04,2.87778356e-10,5.855e-18,1.642e-17
7.0000,59.03687,-39.35791,0.027292,18.832671,0.000893,18.832690,0.0044537,0.0000087,0.0010353,0.101860,0.100871,3.04334790e-05,3.96217451e-07,2.95844963e-08,5.50685152e-09,3.01394822e-05,3.93888853e-07,2.94292846e-08,5.47947733e-09,3.26822032e-04,2.87812349e-10,8.674e-18,3.778e-18
7.0200,59.08978,-39.39319,0.027325,18.852825,0.000904,18.852844,0.0044736,0.0000087,0.0010369,0.101980,0.101008,3.04668564e-05,3.93989071e-07,2.93223884e-08,5.45733966e-09,3.01777923e-05,3.91681486e-07,2.91687247e-08,5.43023923e-09,3.05197646e-04,2.87821468e-10,3.849e-18,8.077e-18
7.0400,59.14087,-39.42724,0.027358,18.872284,0.000914,18.872304,0.0044928,0.0000087,0.0010386,0.101963,0.101008,3.04587912e-05,3.90669234e-07,2.90363730e-08,5.40553714e-09,3.01749320e-05,3.88388895e-07,2.88843297e-08,5.37871750e-09,2.84510824e-04,2.87823131e-10,1.198e-17,4.432e-18
7.0600,59.19015,-39.46010,0.027389,18.891057,0.000924,18.891076,0.0045114,0.0000087,0.0010401,0.101797,0.100860,3.04052937e-05,3.86029806e-07,2.87510803e-08,5.35144069e-09,3.01268734e-05,3.83780882e-07,2.86006420e-08,5.32490977e-09,2.64748761e-04,2.87841402e-10,5.204e-18,9.656e-19
7.0800,59.23764,-39.49176,0.027419,18.909151,0.000933,18.909170,0.0045293,0.0000087,0.0010417,0.101468,0.100550,3.03029115e-05,3.80522422e-07,2.84496454e-08,5.29504787e-09,3.00301238e-05,3.78304982e-07,2.83009006e-08,5.26881450e-09,2.45897672e-04,2.87906279e-10,2.006e-18,5.861e-19
7.1000,59.28338,-39.52225,0.027448,18.926574,0.000942,18.926593,0.0045466,0.0000087,0.0010431,0.100963,0.100065,3.01487818e-05,3.75006968e-07,2.81273166e-08,5.23629044e-09,2.98817784e-05,3.72817413e-07,2.79803348e-08,5.21036442e-09,2.27942813e-04,2.88052746e-10,4.554e-18,5.319e-19
7.1200,59.32737,-39.55158,0.027476,18.943335,0.000951,18.943354,0.0045632,0.0000088,0.0010445,0.100273,0.099395,2.99406703e-05,3.70241227e-07,2.78050815e-08,5.17507080e-09,2.96795602e-05,3.68074914e-07,2.76598693e-08,5.14946267e-09,2.10868500e-04,2.88319811e-10,7.427e-18,5.082e-19
7.1400,59.36965,-39.57976,0.027503,18.959442,0.000960,18.959461,0.0045792,0.0000088,0.0010459,0.099392,0.098534,2.96770008e-05,3.66434403e-07,2.74619233e-08,5.11139884e-09,2.94218497e-05,3.64288901e-07,2.73185909e-08,5.08611921e-09,1.94658146e-04,2.88749187e-10,4.716e-18,4.879e-18
7.1600,59.41023,-39.60682,0.027528,18.974904,0.000968,18.974923,0.0045946,0.0000088,0.0010473,0.098317,0.097480,2.93568777e-05,3.63128254e-07,2.71017957e-08,5.04532368e-09,2.91077096e-05,3.61005274e-07,2.69603967e-08,5.02038310e-09,1.79294310e-04,2.89383413e-10,1.464e-18,1.260e-18
7.1800,59.44914,-39.63276,0.027553,18.989731,0.000976,18.989750,0.0046094,0.0000088,0.0010485,0.097052,0.096235,2.89801032e-05,3.59472746e-07,2.67412382e-08,4.97688899e-09,2.87369011e-05,3.57377635e-07,2.66017912e-08,4.95229810e-09,1.64758729e-04,2.90263749e-10,5.475e-18,2.439e-18
7.2000,59.48640,-39.65760,0.027577,19.003931,0.000983,19.003951,0.0046236,0.0000088,0.0010498,0.095600,0.094803,2.85471841e-05,3.54730523e-07,2.63580508e-08,4.90617441e-09,2.83098920e-05,3.52669627e-07,2.62206718e-08,4.88194411e-09,1.51032360e-04,2.91428134e-10,3.469e-18,3.740e-18
7.2200,59.52204,-39.68136,0.027599,19.017515,0.000990,19.017535,0.0046372,0.0000088,0.0010509,0.093966,0.093188,2.80593276e-05,3.48711205e-07,2.59630969e-08,4.83319850e-09,2.78278537e-05,3.46688681e-07,2.58278276e-08,4.80934043e-09,1.38095403e-04,2.92909107e-10,4.933e-18,1.498e-18
7.2400,59.55609,-39.70406,0.027621,19.030492,0.000997,19.030512,0.0046501,0.0000088,0.0010521,0.092156,0.091397,2.75184223e-05,3.41878968e-07,2.55654254e-08,4.75788651e-09,2.72926419e-05,3.39894948e-07,2.54323126e-08,4.73441329e-09,1.25927331e-04,2.94731817e-10,2.738e-18,1.725e-18
7.2600,59.58858,-39.72572,0.027642,19.042873,0.001004,19.042893,0.0046625,0.0000088,0.0010532,0.090174,0.089433,2.69270031e-05,3.35072942e-07,2.51429521e-08,4.68016101e-09,2.67067625e-05,3.33124109e-07,2.50121249e-08,4.65708603e-09,1.14506920e-04,2.96912583e-10,1.409e-18,1.626e-19
7.2800,59.61952,-39.74635,0.027661,19.054669,0.001010,19.054688,0.0046743,0.0000088,0.0010542,0.088028,0.087306,2.62882045e-05,3.29008748e-07,2.47114512e-08,4.59995341e-09,2.60733259e-05,3.27090974e-07,2.45829503e-08,4.57729044e-09,1.03812293e-04,2.99458171e-10,4.012e-18,1.359e-18
7.3000,59.64896,-39.76597,0.027680,19.065888,0.001016,19.065908,0.0046856,0.0000088,0.0010552,0.085732,0.085027,2.56057038e-05,3.23856418e-07,2.42727531e-08,4.51722083e-09,2.53959901e-05,3.21967873e-07,2.41466495e-08,4.49498356e-09,9.38209686e-05,3.02365430e-10,5.692e-18,1.050e-19
7.3200,59.67691,-39.78461,0.027698,19.076544,0.001022,19.076564,0.0046963,0.0000088,0.0010562,0.083300,0.082612,2.48836609e-05,3.19143619e-07,2.38087965e-08,4.43199077e-09,2.46789010e-05,3.17286506e-07,2.36852112e-08,4.41019259e-09,8.45099151e-05,3.05621037e-10,6.505e-19,3.554e-18
7.3400,59.70341,-39.80227,0.027715,19.086646,0.001027,19.086666,0.0047064,0.0000088,0.0010571,0.080751,0.080079,2.41266535e-05,3.14039027e-07,2.33394127e-08,4.34432656e-09,2.39266279e-05,3.12218926e-07,2.32183729e-08,4.32298054e-09,7.58556043e-05,3.09201567e-10,2.060e-18,7.505e-19
7.3600,59.72848,-39.81899,0.027731,19.096207,0.001032,19.096227,0.0047160,0.0000088,0.0010579,0.078104,0.077447,2.33396085e-05,3.07844782e-07,2.28597695e-08,4.25426904e-09,2.31440947e-05,3.06067996e-07,2.27413595e-08,4.23338823e-09,6.78340579e-05,3.13074095e-10,2.602e-18,1.193e-18
7.3800,59.75217,-39.83478,0.027746,19.105239,0.001037,19.105258,0.0047251,0.0000088,0.0010587,0.075377,0.074734,2.25277271e-05,3.00406477e-07,2.23567823e-08,4.16180540e-09,2.23365051e-05,2.98676987e-07,2.22411112e-08,4.14140326e-09,6.04208945e-05,3.17197129e-10,2.223e-18,4.286e-19
7.4000,59.77450,-39.84966,0.027760,19.113752,0.001042,19.113772,0.0047337,0.0000088,0.0010595,0.072586,0.071958,2.16964014e-05,2.92199338e-07,2.18504279e-08,4.06687476e-09,2.15092597e-05,2.90517150e-07,2.17375257e-08,4.04696525e-09,5.35913736e-05,3.21521889e-10,1.979e-18,3.862e-19
7.4200,59.79550,-39.86366,0.027773,19.121760,0.001046,19.121780,0.0047418,0.0000088,0.0010602,0.069748,0.069133,2.08511249e-05,2.84041666e-07,2.13289853e-08,3.96939042e-09,2.06678653e-05,2.82403534e-07,2.12189589e-08,3.94998777e-09,4.73204455e-05,3.25994222e-10,8.132e-19,9.656e-19
7.4400,59.81520,-39.87680,0.027786,19.129276,0.001050,19.129295,0.0047493,0.0000088,0.0010609,0.066879,0.066276,1.99973979e-05,2.76608459e-07,2.07852265e-08,3.86926027e-09,1.98178416e-05,2.75010521e-07,2.06781751e-08,3.85037871e-09,4.15828088e-05,3.30557047e-10,7.996e-19,3.593e-18
7.4600,59.83365,-39.88910,0.027798,19.136311,0.001054,19.136331,0.0047564,0.0000088,0.0010616,0.063997,0.063406,1.91406352e-05,2.70033376e-07,2.02378491e-08,3.76645201e-09,1.89646276e-05,2.68474127e-07,2.01338042e-08,3.74810528e-09,3.63529713e-05,3.35152773e-10,2.114e-18,4.140e-18
7.4800,59.85087,-39.90058,0.027809,19.142880,0.001057,19.142899,0.0047630,0.0000088,0.0010622,0.061121,0.060541,1.82860784e-05,2.63833097e-07,1.96714156e-08,3.66100597e-09,1.81134933e-05,2.62314936e-07,1.95704873e-08,3.64320693e-09,3.16053150e-05,3.39725322e-10,1.938e-18,3.803e-19
7.5000,59.86691,-39.91127,0.027819,19.148995,0.001061,19.149015,0.0047692,0.0000088,0.0010628,0.058271,0.057702,1.74387147e-05,2.57196809e-07,1.90861544e-08,3.55296300e-09,1.72694588e-05,2.55725241e-07,1.89884139e-08,3.53572397e-09,2.73141600e-05,3.44221845e-10,1.193e-18,7.284e-20
7.5200,59.88178,-39.92119,0.027828,19.154671,0.001064,19.154690,0.0047749,0.0000088,0.0010633,0.055464,0.054906,1.66032034e-05,2.49466527e-07,1.84977061e-08,3.44236047e-09,1.64372193e-05,2.48047523e-07,1.84031823e-08,3.42569342e-09,2.34538252e-05,3.48594240e-10,3.524e-19,2.369e-18
7.5400,59.89555,-39.93036,0.027837,19.159921,0.001066,19.159941,0.0047803,0.0000088,0.0010638,0.052716,0.052169,1.57838050e-05,2.40523307e-07,1.78880585e-08,3.32921367e-09,1.56210742e-05,2.39160394e-07,1.77968623e-08,3.31313048e-09,1.99986885e-05,3.52800346e-10,2.439e-18,7.844e-19
7.5600,59.90823,-39.93882,0.027845,19.164760,0.001069,19.164779,0.0047851,0.0000088,0.0010642,0.050038,0.049502,1.49843145e-05,2.30852822e-07,1.72630019e-08,3.21345037e-09,1.48248594e-05,2.29545627e-07,1.71751886e-08,3.19796318e-09,1.69232489e-05,3.56804812e-10,1.423e-18,7.369e-20
7.5800,59.91987,-39.94658,0.027853,19.169202,0.001071,19.169221,0.0047896,0.0000088,0.0010647,0.047439,0.046914,1.42079977e-05,2.21253269e-07,1.66324347e-08,3.09498026e-09,1.40518832e-05,2.19998371e-07,1.65480474e-08,3.08010126e-09,1.42021898e-05,3.60579969e-10,9.758e-19,9.826e-20
7.6000,59.93051,-39.95368,0.027860,19.173262,0.001074,19.173281,0.0047937,0.0000088,0.0010650,0.044924,0.044411,1.34575341e-05,2.12361232e-07,1.59777647e-08,2.97375929e-09,1.33048684e-05,2.11154793e-07,1.58969149e-08,2.95950024e-09,1.18104493e-05,3.64106658e-10,6.776e-19,3.642e-20
7.6200,59.94019,-39.96013,0.027866,19.176955,0.001076,19.176975,0.0047975,0.0000088,0.0010654,0.042501,0.042000,1.27349709e-05,2.04277205e-07,1.53101645e-08,2.84975906e-09,1.25859055e-05,2.03117811e-07,1.52328890e-08,2.83613110e-09,9.72329285e-06,3.67374501e-10,2.439e-19,7.073e-20
7.6400,59.94895,-39.96597,0.027871,19.180297,0.001077,19.180317,0.0048009,0.0000088,0.0010657,0.040177,0.039688,1.20416898e-05,1.96509991e-07,1.46344334e-08,2.72301194e-09,1.18964189e-05,1.95400014e-07,1.45607780e-08,2.71002534e-09,7.91638677e-06,3.70381452e-10,1.179e-18,8.724e-20
7.6600,59.95683,-39.97122,0.027876,19.183304,0.001079,19.183324,0.0048039,0.0000088,0.0010660,0.037955,0.037480,1.13783895e-05,1.88271128e-07,1.39346177e-08,2.59360721e-09,1.12371485e-05,1.87215816e-07,1.38646762e-08,2.58127148e-09,6.36587286e-06,3.73132858e-10,7.251e-19,4.002e-19
7.6800,59.96387,-39.97591,0.027881,19.185991,0.001080,19.186011,0.0048066,0.0000088,0.0010663,0.035839,0.035378,1.07450804e-05,1.78942646e-07,1.32258509e-08,2.46159001e-09,1.06081436e-05,1.77947497e-07,1.31596398e-08,2.44991436e-09,5.04844162e-06,3.75640299e-10,7.793e-19,1.855e-19
7.7000,59.97011,-39.98007,0.027885,19.188375,0.001082,19.188395,0.0048090,0.0000088,0.0010665,0.033826,0.033380,1.01410897e-05,1.68440254e-07,1.25067861e-08,2.32696269e-09,1.00087676e-05,1.67508249e-07,1.24443602e-08,2.31595642e-09,3.94140589e-06,3.77920273e-10,2.575e-19,2.287e-20
7.7200,59.97561,-39.98374,0.027889,19.190473,0.001083,19.190493,0.0048112,0.0000088,0.0010667,0.031910,0.031481,9.56507331e-06,1.57259084e-07,1.17643638e-08,2.18970149e-09,9.43770878e-06,1.56389421e-07,1.17058088e-08,2.17937409e-09,3.02277674e-06,3.79992909e-10,2.372e-19,2.223e-19
7.7400,59.98039,-39.98693,0.027892,19.192301,0.001084,19.192321,0.0048130,0.0000088,0.0010669,0.030082,0.029671,9.01503520e-06,1.46177200e-07,1.10146658e-08,2.04973649e-09,8.89299984e-06,1.45366267e-07,1.09599972e-08,2.04009763e-09,2.27134171e-06,3.81881095e-10,3.659e-19,1.228e-20
7.7600,59.98452,-39.98968,0.027895,19.193877,0.001085,19.193897,0.0048146,0.0000088,0.0010671,0.028330,0.027938,8.48835514e-06,1.35794423e-07,1.02505995e-08,1.90701793e-09,8.37204474e-06,1.35038417e-07,1.01998873e-08,1.89807714e-09,1.66674583e-06,3.83610058e-10,3.185e-19,8.805e-19
7.7800,59.98803,-39.99202,0.027897,19.195218,0.001086,19.195238,0.0048160,0.0000088,0.0010672,0.026644,0.026273,7.98182740e-06,1.26180092e-07,9.46412711e-09,1.76156154e-09,7.87165725e-06,1.25477723e-07,9.41744293e-09,1.75332785e-09,1.18957564e-06,3.85206913e-10,5.387e-19,2.107e-19
7.8000,59.99097,-39.99398,0.027899,19.196343,0.001086,19.196363,0.0048171,0.0000088,0.0010673,0.025013,0.024664,7.49171295e-06,1.16836995e-07,8.67174974e-09,1.61342145e-09,7.38811262e-06,1.16190671e-07,8.62910228e-09,1.60590336e-09,8.21443591e-07,3.86700021e-10,3.253e-19,9.529e-20
7.8200,59.99339,-39.99560,0.027901,19.197269,0.001087,19.197289,0.0048180,0.0000088,0.0010674,0.023425,0.023099,7.01380302e-06,1.06999637e-07,7.86282617e-09,1.46267771e-09,6.91721097e-06,1.06414448e-07,7.82428761e-09,1.45588334e-09,5.45073776e-07,3.88118406e-10,5.319e-19,2.160e-19
7.8400,59.99534,-39.99690,0.027902,19.198014,0.001087,19.198034,0.0048188,0.0000088,0.0010675,0.021866,0.021565,6.54349257e-06,9.60887634e-08,7.03502990e-09,1.30940023e-09,6.45435050e-06,9.55698801e-08,7.00065352e-09,1.30333780e-09,3.44388464e-07,3.89491395e-10,1.556e-19,1.628e-19
7.8600,59.99687,-39.99791,0.027903,19.198599,0.001088,19.198619,0.0048194,0.0000088,0.0010676,0.020320,0.020046,6.07585831e-06,8.40525155e-08,6.20254097e-09,1.15360773e-09,5.99460549e-06,8.36025648e-08,6.17234127e-09,1.14828588e-09,2.04596486e-07,3.90848461e-10,1.597e-19,2.055e-19
7.8800,59.99802,-39.99868,0.027904,19.199041,0.001088,19.199061,0.0048198,0.0000088,0.0010676,0.018767,0.018521,5.60573806e-06,7.13932106e-08,5.35126940e-09,9.95270477e-10,5.53280579e-06,7.10111876e-08,5.32533259e-09,9.90698492e-10,1.12283270e-07,3.92219420e-10,9.656e-20,3.009e-20
7.9000,59.99885,-39.99923,0.027905,19.199360,0.001088,19.199380,0.0048202,0.0000088,0.0010677,0.017188,0.016971,5.12781050e-06,5.88674177e-08,4.48348178e-09,8.34332676e-10,5.06361678e-06,5.85497642e-08,4.46185820e-09,8.30520412e-10,5.55039642e-08,3.93635171e-10,1.021e-19,8.923e-20
7.9200,59.99941,-39.99961,0.027905,19.199576,0.001088,19.199596,0.0048204,0.0000088,0.0010677,0.015562,0.015376,4.63667541e-06,4.70380737e-08,3.60950811e-09,6.70760679e-10,4.58161992e-06,4.67812732e-08,3.59222932e-09,6.67718218e-10,2.38781050e-08,3.95128831e-10,4.278e-20,5.612e-21
7.9400,59.99975,-39.99983,0.027906,19.199710,0.001088,19.199729,0.0048205,0.0000088,0.0010677,0.013869,0.013716,4.12693619e-06,3.59441420e-08,2.71445558e-09,5.04568689e-10,4.08139557e-06,3.57472821e-08,2.70161466e-09,5.02306032e-10,8.68709442e-09,3.96736703e-10,5.696e-20,2.689e-20
7.9600,59.99993,-39.99995,0.027906,19.199780,0.001088,19.199800,0.0048206,0.0000088,0.0010677,0.012095,0.011975,3.59328606e-06,2.50826598e-08,1.80592820e-09,3.35806331e-10,3.55760961e-06,2.49484445e-08,1.79756389e-09,3.34333417e-10,2.97247201e-09,3.98498713e-10,9.741e-21,2.647e-21
7.9800,59.99999,-39.99999,0.027907,19.199809,0.001088,19.199828,0.0048206,0.0000088,0.0010678,0.010225,0.010139,3.03059580e-06,1.37101192e-08,8.90442847e-10,1.64554467e-10,3.00510157e-06,1.36437490e-08,8.86596366e-10,1.63881282e-10,1.63664944e-09,4.00458501e-10,6.776e-21,8.470e-22
8.0000,60.00000,-40.00000,0.027907,19.199816,0.001088,19.199836,0.0048206,0.0000088,0.0010678,0.008243,0.008192,2.43400008e-06,1.28365173e-09,-4.59073674e-11,-9.12454371e-12,2.41897148e-06,1.29025165e-09,-4.51426769e-11,-8.98759141e-12,1.54644642e-09,4.02663250e-10,3.388e-21,1.482e-21
8.0200,60.00000,-40.00000,0.027907,19.199820,0.001089,19.199840,0.0048206,0.0000088,0.0010678,0.006139,0.006125,1.80138766e-06,-1.09290641e-08,-3.82889791e-10,3.14792247e-11,1.79704598e-06,-1.08548781e-08,-3.80833933e-10,3.13064679e-11,1.54644642e-09,4.05142651e-10,6.776e-21,4.235e-22
8.0400,60.00000,-40.00000,0.027907,19.199824,0.001089,19.199844,0.0048207,0.0000088,0.0010678,0.003924,0.003945,1.14068599e-06,-1.68860956e-08,3.92523508e-10,-3.11905083e-11,1.14708997e-06,-1.67872174e-08,3.89781027e-10,-3.11293569e-11,1.54644642e-09,4.07843737e-10,3.388e-21,4.235e-22
8.0600,60.00000,-40.00000,0.027908,19.199829,0.001089,19.199848,0.0048207,0.0000088,0.0010679,0.001611,0.001669,4.62590091e-07,-1.30160343e-08,-1.36945121e-10,-1.52067602e-11,4.79611739e-07,-1.29549274e-08,-1.37269742e-10,-1.53180002e-11,1.54644642e-09,4.10689554e-10,1.694e-21,4.235e-22
8.0800,60.00000,-40.00000,0.027908,19.199833,0.001089,19.199853,0.0048207,0.0000088,0.0010679,-0.000748,-0.000655,-2.21978058e-07,-1.55884219e-09,-2.31515929e-10,3.94174465e-11,-1.94650130e-07,-1.58040677e-09,-2.31808199e-10,3.89373618e-11,1.54644642e-09,4.13595904e-10,1.016e-20,6.353e-22
8.1000,60.00000,-40.00000,0.027908,19.199837,0.001089,19.199857,0.0048207,0.0000088,0.0010679,-0.003092,-0.002965,-9.02066517e-07,1.07813342e-08,4.28607097e-10,-1.11719039e-11,-8.64920460e-07,1.06764409e-08,4.24252245e-10,-1.14659690e-11,1.54644642e-09,4.16467037e-10,1.694e-21,4.235e-22
8.1200,60.00000,-40.00000,0.027908,19.199841,0.001089,19.199861,0.0048207,0.0000088,0.0010679,-0.005367,-0.005209,-1.56682942e-06,1.68236779e-08,-2.26193903e-10,-2.08461089e-11,-1.52052122e-06,1.66793937e-08,-2.27363505e-10,-2.11643601e-11,1.54644642e-09,4.19208158e-10,3.388e-21,1.271e-21
8.1400,60.00000,-40.00000,0.027908,19.199846,0.001089,19.199865,0.0048207,0.0000088,0.0010680,-0.007518,-0.007333,-2.20561210e-06,1.31720898e-08,-6.43344691e-11,4.06696558e-11,-2.15095521e-06,1.30507667e-08,-6.68266349e-11,3.99591190e-11,1.54644642e-09,4.21740546e-10,3.388e-21,2.118e-22
8.1600,60.00000,-40.00000,0.027909,19.199849,0.001089,19.199869,0.0048207,0.0000088,0.0010680,-0.009521,-0.009311,-2.80814560e-06,2.16436343e-09,4.34374134e-10,1.20161280e-11,-2.74609755e-06,2.11015633e-09,4.28795103e-10,1.13903847e-11,1.54644642e-09,4.24000012e-10,5.082e-21,4.235e-22
8.1800,60.00000,-40.00000,0.027909,19.199853,0.001089,19.199873,0.0048207,0.0000088,0.0010680,-0.011369,-0.011138,-3.36471506e-06,-9.54820399e-09,-2.54673863e-10,-1.69700891e-11,-3.29636136e-06,-9.53485457e-09,-2.56770894e-10,-1.74979739e-11,1.54644642e-09,4.25931594e-10,1.694e-21,4.235e-22
8.2000,60.00000,-40.00000,0.027909,19.199856,0.001089,19.199876,0.0048207,0.0000088,0.0010680,-0.013050,-0.012801,-3.86632912e-06,-1.49460190e-08,1.21930468e-10,3.99496533e-11,-3.79286465e-06,-1.49078633e-08,1.17500112e-10,3.90848519e-11,1.54644642e-09,4.27500076e-10,1.694e-21,8.470e-22
8.2200,60.00000,-40.00000,0.027909,19.199859,0.001089,19.199879,0.0048207,0.0000088,0.0010680,-0.014549,-0.014287,-4.30495906e-06,-1.08133996e-08,3.93907573e-10,3.19670185e-11,-4.22766600e-06,-1.08099949e-08,3.87876825e-10,3.11171731e-11,1.54644642e-09,4.28701943e-10,6.776e-21,3.176e-22
8.2400,60.00000,-40.00000,0.027909,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015838,-0.015568,-4.67366084e-06,4.06067357e-10,-2.70916646e-10,-1.27355113e-11,-4.59388519e-06,3.34416889e-10,-2.73364876e-10,-1.33629252e-11,1.54644642e-09,4.29558309e-10,4.235e-21,4.235e-22
8.2600,60.00000,-40.00000,0.027909,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010680,-0.016869,-0.016595,-4.96665179e-06,1.21038787e-08,2.54331690e-10,2.95983757e-11,-4.88577952e-06,1.19604434e-08,2.48970284e-10,2.87518246e-11,1.54644642e-09,4.30104360e-10,3.388e-21,3.176e-22
8.2800,60.00000,-40.00000,0.027909,19.199865,0.001089,19.199884,0.0048207,0.0000088,0.0010681,-0.017608,-0.017335,-5.17940434e-06,1.74149174e-08,2.89991779e-10,4.20205191e-11,-5.09883691e-06,1.72450619e-08,2.84538941e-10,4.11167782e-11,1.54644642e-09,4.30394087e-10,1.694e-21,2.118e-22
8.3000,60.00000,-40.00000,0.027909,19.199865,0.001089,19.199885,0.0048207,0.0000088,0.0010681,-0.018034,-0.017766,-5.30863448e-06,1.32893779e-08,-2.58977559e-10,-6.48483095e-12,-5.22976561e-06,1.31539881e-08,-2.61339385e-10,-7.11721546e-12,1.54644642e-09,4.30505114e-10,1.694e-21,1.059e-22
8.3200,60.00000,-40.00000,0.027909,19.199866,0.001089,19.199886,0.0048207,0.0000088,0.0010681,-0.018142,-0.017885,-5.35233100e-06,2.26305910e-09,3.66039421e-10,1.95300623e-11,-5.27652382e-06,2.20296991e-09,3.60379201e-10,1.87923136e-11,1.54644642e-09,4.30526668e-10,5.294e-23,1.323e-23
8.3400,60.00000,-40.00000,0.027909,19.199866,0.001089,19.199885,0.0048207,0.0000088,0.0010681,-0.017961,-0.017719,-5.30984229e-06,-9.10342670e-09,1.85182078e-10,4.93328008e-11,-5.23840616e-06,-9.09068739e-09,1.80794394e-10,4.84770792e-11,1.54644642e-09,4.30545852e-10,2.118e-22,1.059e-22
8.3600,60.00000,-40.00000,0.027909,19.199865,0.001089,19.199885,0.0048207,0.0000088,0.0010681,-0.017511,-0.017288,-5.18188615e-06,-1.41064070e-08,-2.01350569e-10,3.88157111e-12,-5.11605419e-06,-1.40642360e-08,-2.03360610e-10,3.31531716e-12,1.54644642e-09,4.30649305e-10,8.470e-22,2.118e-22
8.3800,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010680,-0.016808,-0.016607,-4.97059286e-06,-9.86267980e-09,4.27608027e-10,8.32573560e-12,-4.91149991e-06,-9.84876211e-09,4.22516278e-10,7.80522488e-12,1.54644642e-09,4.30925539e-10,1.694e-21,2.118e-22
8.4000,60.00000,-40.00000,0.027908,19.199862,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015859,-0.015685,-4.67951503e-06,1.00558490e-09,4.45361567e-11,4.54505792e-11,-4.62817669e-06,9.54233281e-10,4.20368068e-11,4.48104560e-11,1.54644642e-09,4.31451822e-10,1.694e-21,4.235e-22
8.4200,60.00000,-40.00000,0.027908,19.199859,0.001089,19.199879,0.0048207,0.0000088,0.0010680,-0.014657,-0.014512,-4.31350755e-06,1.19846362e-08,-1.55457354e-10,8.27158704e-12,-4.27080234e-06,1.18738495e-08,-1.56451784e-10,7.90611961e-12,1.54644642e-09,4.32281559e-10,3.388e-21,8.470e-22
