t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_R1,eta_R2,W_joint_J,E_damp_J,abs_dP,abs_dL
1.9600,5.89876,-3.93251,0.001478,1.308254,-0.000661,1.308255,-0.0008311,0.0000008,0.0002918,-0.063039,-0.062347,-1.88628676e-05,-2.58413461e-07,-1.86568053e-05,-2.56591975e-07,1.73661052e-03,8.45780338e-11,1.073e-17,6.295e-18
1.9800,6.05379,-4.03586,0.001521,1.345004,-0.000677,1.345005,-0.0008507,0.0000008,0.0002981,-0.061711,-0.061021,-1.84744149e-05,-2.61983381e-07,-1.82689298e-05,-2.60125350e-07,1.78397933e-03,8.55254348e-11,1.285e-17,4.235e-18
2.0000,6.21094,-4.14062,0.001565,1.382376,-0.000693,1.382377,-0.0008704,0.0000008,0.0003045,-0.060394,-0.059706,-1.80903025e-05,-2.66424722e-07,-1.78851680e-05,-2.64529256e-07,1.83180934e-03,8.64526141e-11,1.073e-17,2.665e-17
2.0200,6.37019,-4.24680,0.001610,1.420374,-0.000710,1.420375,-0.0008903,0.0000009,0.0003109,-0.059120,-0.058431,-1.77169593e-05,-2.69319767e-07,-1.75119100e-05,-2.67397405e-07,1.88008426e-03,8.73288244e-11,1.334e-17,1.769e-17
2.0400,6.53155,-4.35437,0.001656,1.459001,-0.000726,1.459002,-0.0009102,0.0000009,0.0003172,-0.057913,-0.057224,-1.73606061e-05,-2.69161310e-07,-1.71553428e-05,-2.67227907e-07,1.92878744e-03,8.81275956e-11,9.324e-18,2.704e-18
2.0600,6.69501,-4.46334,0.001702,1.498259,-0.000743,1.498260,-0.0009303,0.0000009,0.0003236,-0.056793,-0.056102,-1.70271668e-05,-2.66234309e-07,-1.68213616e-05,-2.64301859e-07,1.97790193e-03,8.88281443e-11,1.209e-17,1.071e-17
2.0800,6.86055,-4.57370,0.001750,1.538152,-0.000760,1.538153,-0.0009506,0.0000009,0.0003301,-0.055772,-0.055078,-1.67221715e-05,-2.62432542e-07,-1.65154734e-05,-2.60502368e-07,2.02741055e-03,8.94155221e-11,1.128e-17,1.231e-17
2.1000,7.02816,-4.68544,0.001798,1.578683,-0.000777,1.578684,-0.0009709,0.0000010,0.0003365,-0.054860,-0.054162,-1.64506545e-05,-2.60127314e-07,-1.62426964e-05,-2.58189678e-07,2.07729599e-03,8.98818726e-11,5.529e-18,2.771e-18
2.1200,7.19785,-4.79857,0.001848,1.619853,-0.000794,1.619854,-0.0009913,0.0000010,0.0003429,-0.054066,-0.053363,-1.62170589e-05,-2.60763243e-07,-1.60074642e-05,-2.58803526e-07,2.12754076e-03,9.02280821e-11,1.290e-17,2.776e-17
2.1400,7.36960,-4.91306,0.001898,1.661666,-0.000811,1.661667,-0.0010117,0.0000010,0.0003494,-0.053405,-0.052695,-1.60251556e-05,-2.64012215e-07,-1.58135459e-05,-2.62019961e-07,2.17812721e-03,9.04633613e-11,1.540e-17,1.488e-17
2.1600,7.54339,-5.02893,0.001949,1.704123,-0.000829,1.704125,-0.0010323,0.0000010,0.0003558,-0.052893,-0.052175,-1.58779866e-05,-2.67980619e-07,-1.56639885e-05,-2.65956042e-07,2.22903743e-03,9.06034182e-11,5.638e-18,7.434e-18
2.1800,7.71923,-5.14615,0.002001,1.747229,-0.000846,1.747230,-0.0010529,0.0000011,0.0003622,-0.052546,-0.051818,-1.57778299e-05,-2.70338997e-07,-1.55610823e-05,-2.68293114e-07,2.28025325e-03,9.06696463e-11,1.279e-17,5.956e-18
2.2000,7.89709,-5.26473,0.002053,1.790983,-0.000864,1.790985,-0.0010736,0.0000011,0.0003687,-0.052373,-0.051635,-1.57261804e-05,-2.69700304e-07,-1.55063411e-05,-2.67648656e-07,2.33175626e-03,9.06887427e-11,1.144e-17,2.528e-18
2.2200,8.07698,-5.38465,0.002107,1.835390,-0.000881,1.835391,-0.0010943,0.0000011,0.0003751,-0.052376,-0.051626,-1.57237362e-05,-2.66431037e-07,-1.55004877e-05,-2.64384773e-07,2.38352788e-03,9.06905662e-11,1.420e-17,1.397e-17
2.2400,8.25887,-5.50591,0.002162,1.880450,-0.000899,1.880452,-0.0011151,0.0000011,0.0003816,-0.052547,-0.051785,-1.57703860e-05,-2.62421058e-07,-1.55434415e-05,-2.60380688e-07,2.43554943e-03,9.07050745e-11,1.941e-17,1.128e-17
2.2600,8.44276,-5.62850,0.002217,1.926166,-0.000917,1.926168,-0.0011359,0.0000012,0.0003880,-0.052877,-0.052101,-1.58651991e-05,-2.59956206e-07,-1.56343080e-05,-2.57911711e-07,2.48780220e-03,9.07606991e-11,9.541e-18,2.805e-18
2.2800,8.62863,-5.75242,0.002274,1.972540,-0.000935,1.972541,-0.0011567,0.0000012,0.0003944,-0.053354,-0.052565,-1.60064260e-05,-2.60366118e-07,-1.57713790e-05,-2.58303291e-07,2.54026745e-03,9.08835141e-11,2.358e-17,2.196e-18
2.3000,8.81647,-5.87765,0.002331,2.019573,-0.000953,2.019575,-0.0011775,0.0000012,0.0004008,-0.053971,-0.053167,-1.61915188e-05,-2.63247429e-07,-1.59521523e-05,-2.61156634e-07,2.59292637e-03,9.10951198e-11,1.144e-17,9.324e-18
2.3200,9.00627,-6.00418,0.002390,2.067267,-0.000971,2.067268,-0.0011984,0.0000012,0.0004072,-0.054724,-0.053905,-1.64171764e-05,-2.66716044e-07,-1.61733764e-05,-2.64598183e-07,2.64576003e-03,9.14101616e-11,1.409e-17,4.228e-18
2.3400,9.19802,-6.13201,0.002449,2.115623,-0.000990,2.115625,-0.0012192,0.0000013,0.0004135,-0.055607,-0.054773,-1.66794118e-05,-2.68531661e-07,-1.64311161e-05,-2.66397815e-07,2.69874933e-03,9.18357517e-11,2.494e-17,3.558e-18
2.3600,9.39170,-6.26113,0.002509,2.164643,-0.001008,2.164645,-0.0012400,0.0000013,0.0004199,-0.056607,-0.055758,-1.69736328e-05,-2.67423757e-07,-1.67208327e-05,-2.65288775e-07,2.75187504e-03,9.23720428e-11,1.019e-17,6.864e-18
2.3800,9.58730,-6.39153,0.002570,2.214328,-0.001026,2.214330,-0.0012607,0.0000013,0.0004262,-0.057708,-0.056843,-1.72947250e-05,-2.63834731e-07,-1.70374657e-05,-2.61708614e-07,2.80511788e-03,9.30118598e-11,8.240e-18,9.927e-18
2.4000,9.78480,-6.52320,0.002632,2.264680,-0.001044,2.264681,-0.0012815,0.0000013,0.0004325,-0.058882,-0.058003,-1.76371322e-05,-2.59646222e-07,-1.73755123e-05,-2.57528425e-07,2.85845857e-03,9.37402139e-11,1.323e-17,2.370e-17
2.4200,9.98419,-6.65613,0.002695,2.315698,-0.001063,2.315700,-0.0013022,0.0000014,0.0004387,-0.060103,-0.059210,-1.79949333e-05,-2.57058093e-07,-1.77291040e-05,-2.54938114e-07,2.91187795e-03,9.45357174e-11,9.975e-18,3.476e-18
2.4400,10.18546,-6.79031,0.002759,2.367384,-0.001081,2.367386,-0.0013228,0.0000014,0.0004449,-0.061346,-0.060439,-1.83619233e-05,-2.57288466e-07,-1.80920864e-05,-2.55152315e-07,2.96535692e-03,9.53729766e-11,3.274e-17,8.809e-20
2.4600,10.38859,-6.92573,0.002824,2.419740,-0.001100,2.419742,-0.0013433,0.0000014,0.0004511,-0.062590,-0.061670,-1.87317050e-05,-2.59863646e-07,-1.84581109e-05,-2.57702314e-07,3.01887642e-03,9.62238856e-11,9.162e-18,1.542e-17
2.4800,10.59356,-7.06237,0.002890,2.472764,-0.001118,2.472766,-0.0013638,0.0000015,0.0004573,-0.063820,-0.062889,-1.90977966e-05,-2.62912181e-07,-1.88207401e-05,-2.60727065e-07,3.07241736e-03,9.70586102e-11,2.407e-17,4.127e-18
2.5000,10.80036,-7.20024,0.002957,2.526458,-0.001137,2.526460,-0.0013842,0.0000015,0.0004634,-0.065022,-0.064080,-1.94537483e-05,-2.64281755e-07,-1.91735649e-05,-2.62083853e-07,3.12596060e-03,9.78480831e-11,1.865e-17,1.727e-17
2.5200,11.00898,-7.33932,0.003025,2.580823,-0.001156,2.580825,-0.0014045,0.0000015,0.0004695,-0.066177,-0.065226,-1.97932612e-05,-2.62812997e-07,-1.95103215e-05,-2.60616397e-07,3.17948697e-03,9.85669380e-11,3.188e-17,2.026e-18
2.5400,11.21939,-7.47959,0.003094,2.635858,-0.001174,2.635860,-0.0014246,0.0000015,0.0004755,-0.067264,-0.066305,-2.01102961e-05,-2.59017074e-07,-1.98249999e-05,-2.56830650e-07,3.23297734e-03,9.91948259e-11,3.957e-18,5.550e-18
2.5600,11.43158,-7.62105,0.003164,2.691563,-0.001193,2.691565,-0.0014447,0.0000016,0.0004815,-0.068257,-0.067291,-2.03991673e-05,-2.54761794e-07,-2.01119372e-05,-2.52584052e-07,3.28641272e-03,9.97169499e-11,3.459e-17,2.094e-17
2.5800,11.64553,-7.76369,0.003235,2.747939,-0.001211,2.747941,-0.0014646,0.0000016,0.0004874,-0.069132,-0.068161,-2.06546200e-05,-2.52159389e-07,-2.03658952e-05,-2.49979503e-07,3.33977431e-03,1.00125611e-10,4.120e-18,8.023e-18
2.6000,11.86123,-7.90748,0.003307,2.804984,-0.001230,2.804987,-0.0014843,0.0000016,0.0004933,-0.069867,-0.068893,-2.08719005e-05,-2.52318762e-07,-2.05821300e-05,-2.50123137e-07,3.39304350e-03,1.00421752e-10,1.409e-17,3.347e-18
2.6200,12.07865,-8.05243,0.003380,2.862700,-0.001248,2.862702,-0.0015039,0.0000017,0.0004991,-0.070452,-0.069476,-2.10468244e-05,-2.54699516e-07,-2.07564606e-05,-2.52479944e-07,3.44620184e-03,1.00614639e-10,1.908e-17,6.858e-18
2.6400,12.29779,-8.19852,0.003453,2.921085,-0.001267,2.921087,-0.0015233,0.0000017,0.0005048,-0.070880,-0.069903,-2.11758468e-05,-2.57444811e-07,-2.08853389e-05,-2.55203369e-07,3.49923090e-03,1.00720603e-10,1.377e-17,7.061e-18
2.6600,12.51861,-8.34574,0.003528,2.980139,-0.001285,2.980141,-0.0015426,0.0000017,0.0005106,-0.071148,-0.070173,-2.12561318e-05,-2.58488258e-07,-2.09659185e-05,-2.56236077e-07,3.55211232e-03,1.00762616e-10,9.107e-18,6.573e-18
2.6800,12.74111,-8.49407,0.003604,3.039860,-0.001304,3.039862,-0.0015616,0.0000018,0.0005162,-0.071254,-0.070281,-2.12856108e-05,-2.56775859e-07,-2.09961138e-05,-2.54526542e-07,3.60482779e-03,1.00769735e-10,1.767e-17,2.491e-17
2.7000,12.96526,-8.64351,0.003681,3.100248,-0.001322,3.100251,-0.0015805,0.0000018,0.0005218,-0.071191,-0.070221,-2.12630217e-05,-2.52880270e-07,-2.09746392e-05,-2.50641910e-07,3.65735915e-03,1.00774820e-10,1.523e-17,1.706e-17
2.7200,13.19105,-8.79403,0.003759,3.161303,-0.001341,3.161305,-0.0015991,0.0000018,0.0005273,-0.070951,-0.069986,-2.11879246e-05,-2.48650253e-07,-2.09010250e-05,-2.46420809e-07,3.70968850e-03,1.00811706e-10,6.288e-18,1.561e-17
2.7400,13.41845,-8.94564,0.003838,3.223021,-0.001359,3.223024,-0.0016175,0.0000019,0.0005328,-0.070528,-0.069570,-2.10606942e-05,-2.46109280e-07,-2.07756110e-05,-2.43878019e-07,3.76179819e-03,1.00913660e-10,3.524e-17,1.125e-18
2.7600,13.64745,-9.09830,0.003918,3.285403,-0.001377,3.285406,-0.0016356,0.0000019,0.0005382,-0.069924,-0.068973,-2.08824994e-05,-2.46259503e-07,-2.05995268e-05,-2.44013619e-07,3.81367088e-03,1.01112197e-10,9.595e-18,1.091e-17
2.7800,13.87803,-9.25202,0.003999,3.348447,-0.001395,3.348450,-0.0016535,0.0000019,0.0005435,-0.069146,-0.068203,-2.06552761e-05,-2.48498255e-07,-2.03746654e-05,-2.46230693e-07,3.86528945e-03,1.01434704e-10,3.188e-17,2.113e-17
2.8000,14.11016,-9.40678,0.004080,3.412150,-0.001413,3.412153,-0.0016712,0.0000020,0.0005488,-0.068211,-0.067277,-2.03816995e-05,-2.50985778e-07,-2.01036561e-05,-2.48699614e-07,3.91663691e-03,1.01901958e-10,3.163e-17,3.930e-19
2.8200,14.34383,-9.56255,0.004163,3.476512,-0.001431,3.476515,-0.0016885,0.0000020,0.0005539,-0.067136,-0.066211,-2.00651524e-05,-2.51740512e-07,-1.97898331e-05,-2.49447316e-07,3.96769639e-03,1.02527201e-10,3.144e-18,1.434e-17
2.8400,14.57901,-9.71934,0.004247,3.541530,-0.001449,3.541533,-0.0017056,0.0000020,0.0005591,-0.065938,-0.065022,-1.97096830e-05,-2.49809112e-07,-1.94371949e-05,-2.47522321e-07,4.01845117e-03,1.03315871e-10,1.344e-17,7.589e-19
2.8600,14.81569,-9.87713,0.004332,3.607201,-0.001467,3.607204,-0.0017224,0.0000021,0.0005641,-0.064631,-0.063725,-1.93199454e-05,-2.45820287e-07,-1.90503445e-05,-2.43547552e-07,4.06888473e-03,1.04264565e-10,2.385e-18,2.141e-18
2.8800,15.05384,-10.03589,0.004419,3.673524,-0.001485,3.673527,-0.0017388,0.0000021,0.0005691,-0.063226,-0.062330,-1.89011189e-05,-2.41600186e-07,-1.86344106e-05,-2.39339252e-07,4.11898089e-03,1.05360437e-10,1.171e-17,1.021e-17
2.9000,15.29344,-10.19563,0.004506,3.740496,-0.001502,3.740499,-0.0017550,0.0000021,0.0005740,-0.061736,-0.060849,-1.84588113e-05,-2.39084084e-07,-1.81949516e-05,-2.36824613e-07,4.16872382e-03,1.06582503e-10,1.583e-17,8.470e-18
2.9200,15.53447,-10.35631,0.004594,3.808114,-0.001520,3.808117,-0.0017708,0.0000022,0.0005788,-0.060177,-0.059300,-1.79989546e-05,-2.39172023e-07,-1.77378526e-05,-2.36902231e-07,4.21809805e-03,1.07903655e-10,4.337e-18,1.058e-17
2.9400,15.77691,-10.51794,0.004683,3.876376,-0.001537,3.876379,-0.0017862,0.0000022,0.0005835,-0.058574,-0.057706,-1.75277028e-05,-2.41204670e-07,-1.72692238e-05,-2.38918807e-07,4.26708835e-03,1.09291754e-10,2.160e-17,1.100e-17
2.9600,16.02073,-10.68049,0.004773,3.945277,-0.001554,3.945281,-0.0018013,0.0000022,0.0005882,-0.056952,-0.056092,-1.70513371e-05,-2.43363505e-07,-1.67953065e-05,-2.41065718e-07,4.31567970e-03,1.10710729e-10,1.193e-17,8.647e-18
2.9800,16.26592,-10.84395,0.004864,4.014816,-0.001571,4.014820,-0.0018160,0.0000023,0.0005928,-0.055341,-0.054489,-1.65761765e-05,-2.43752246e-07,-1.63223843e-05,-2.41454573e-07,4.36385723e-03,1.12122988e-10,3.101e-17,2.113e-17
3.0000,16.51245,-11.00830,0.004957,4.084989,-0.001588,4.084992,-0.0018303,0.0000023,0.0005973,-0.053764,-0.052918,-1.61084890e-05,-2.41515380e-07,-1.58566947e-05,-2.39231098e-07,4.41160625e-03,1.13492014e-10,8.457e-18,2.114e-18
3.0200,16.76030,-11.17353,0.005050,4.155792,-0.001605,4.155795,-0.0018443,0.0000023,0.0006017,-0.052239,-0.051400,-1.56543962e-05,-2.37333886e-07,-1.54043339e-05,-2.35070201e-07,4.45891232e-03,1.14783771e-10,4.770e-18,1.595e-17
3.0400,17.00944,-11.33963,0.005144,4.227221,-0.001621,4.227224,-0.0018578,0.0000024,0.0006061,-0.050781,-0.049946,-1.52197693e-05,-2.33009715e-07,-1.49711541e-05,-2.30764133e-07,4.50576137e-03,1.15967957e-10,2.450e-17,3.754e-18
3.0600,17.25986,-11.50657,0.005240,4.299273,-0.001637,4.299276,-0.0018709,0.0000024,0.0006104,-0.049402,-0.048571,-1.48101230e-05,-2.30392249e-07,-1.45626571e-05,-2.28154749e-07,4.55213969e-03,1.17020282e-10,2.396e-17,1.456e-17
3.0800,17.51152,-11.67435,0.005336,4.371943,-0.001653,4.371946,-0.0018836,0.0000025,0.0006146,-0.048116,-0.047288,-1.44305136e-05,-2.30285161e-07,-1.41838936e-05,-2.28044828e-07,4.59803396e-03,1.17924442e-10,1.540e-17,6.600e-18
3.1000,17.76441,-11.84294,0.005434,4.445227,-0.001669,4.445230,-0.0018958,0.0000025,0.0006187,-0.046941,-0.046115,-1.40854529e-05,-2.31979274e-07,-1.38393766e-05,-2.29731418e-07,4.64343110e-03,1.18672349e-10,4.337e-17,5.990e-18
3.1200,18.01850,-12.01233,0.005532,4.519120,-0.001685,4.519124,-0.0019076,0.0000025,0.0006227,-0.045896,-0.045071,-1.37788410e-05,-2.33682133e-07,-1.35330143e-05,-2.31431667e-07,4.68831822e-03,1.19263633e-10,2.751e-17,1.388e-17
3.1400,18.27377,-12.18251,0.005632,4.593619,-0.001700,4.593623,-0.0019189,0.0000026,0.0006267,-0.044999,-0.044174,-1.35139159e-05,-2.33583707e-07,-1.32680594e-05,-2.31342793e-07,4.73268258e-03,1.19705746e-10,1.865e-17,4.838e-18
3.1600,18.53019,-12.35346,0.005732,4.668718,-0.001716,4.668722,-0.0019297,0.0000026,0.0006306,-0.044260,-0.043434,-1.32932144e-05,-2.30924306e-07,-1.30470696e-05,-2.28705718e-07,4.77651163e-03,1.20013621e-10,2.776e-17,2.732e-17
3.1800,18.78774,-12.52516,0.005834,4.744412,-0.001731,4.744416,-0.0019401,0.0000026,0.0006344,-0.043684,-0.042855,-1.31185369e-05,-2.26433824e-07,-1.28718719e-05,-2.24243991e-07,4.81979302e-03,1.20207874e-10,8.890e-18,2.068e-17
3.2000,19.04640,-12.69760,0.005936,4.820695,-0.001745,4.820699,-0.0019499,0.0000027,0.0006381,-0.043267,-0.042436,-1.29909137e-05,-2.21888851e-07,-1.27435287e-05,-2.19724714e-07,4.86251477e-03,1.20312793e-10,1.222e-17,2.168e-19
3.2200,19.30614,-12.87076,0.006040,4.897563,-0.001760,4.897567,-0.0019592,0.0000027,0.0006417,-0.043004,-0.042170,-1.29105769e-05,-2.19055293e-07,-1.26623094e-05,-2.16906801e-07,4.90466526e-03,1.20355294e-10,1.529e-17,7.793e-18
3.2400,19.56693,-13.04462,0.006144,4.975010,-0.001774,4.975015,-0.0019680,0.0000028,0.0006453,-0.042891,-0.042054,-1.28769455e-05,-2.18645879e-07,-1.26276746e-05,-2.16502598e-07,4.94623316e-03,1.20363755e-10,7.244e-18,4.541e-17
3.2600,19.82875,-13.21917,0.006250,5.053031,-0.001788,5.053035,-0.0019763,0.0000028,0.0006487,-0.042927,-0.042086,-1.28886302e-05,-2.19907705e-07,-1.26382809e-05,-2.17765583e-07,4.98720740e-03,1.20365633e-10,4.913e-18,1.931e-17
3.2800,20.09157,-13.39438,0.006356,5.131618,-0.001802,5.131622,-0.0019840,0.0000028,0.0006521,-0.043109,-0.042264,-1.29434623e-05,-2.21078242e-07,-1.26920080e-05,-2.18942509e-07,5.02757702e-03,1.20385125e-10,3.209e-17,2.111e-17
3.3000,20.35538,-13.57025,0.006464,5.210767,-0.001815,5.210771,-0.0019912,0.0000029,0.0006555,-0.043433,-0.042584,-1.30385406e-05,-2.20433791e-07,-1.27860054e-05,-2.18316305e-07,5.06733116e-03,1.20442109e-10,5.802e-18,3.266e-18
3.3200,20.62014,-13.74676,0.006572,5.290470,-0.001828,5.290474,-0.0019978,0.0000029,0.0006587,-0.043890,-0.043038,-1.31702907e-05,-2.17306909e-07,-1.29167500e-05,-2.15219560e-07,5.10645910e-03,1.20551397e-10,3.066e-17,2.944e-17
3.3400,20.88583,-13.92389,0.006682,5.370721,-0.001841,5.370726,-0.0020039,0.0000030,0.0006618,-0.044463,-0.043608,-1.33345276e-05,-2.12472393e-07,-1.30801082e-05,-2.10420518e-07,5.14495029e-03,1.20721406e-10,3.426e-17,3.712e-17
3.3600,21.15242,-14.10161,0.006792,5.451515,-0.001854,5.451519,-0.0020093,0.0000030,0.0006649,-0.045130,-0.044272,-1.35265172e-05,-2.07679025e-07,-1.32713966e-05,-2.05658732e-07,5.18279447e-03,1.20953445e-10,5.333e-18,1.046e-17
3.3800,21.41989,-14.27993,0.006904,5.532843,-0.001866,5.532847,-0.0020142,0.0000030,0.0006679,-0.045867,-0.045008,-1.37410416e-05,-2.04610293e-07,-1.34854463e-05,-2.02611265e-07,5.21998170e-03,1.21242615e-10,6.830e-17,4.009e-17
3.4000,21.68821,-14.45881,0.007016,5.614698,-0.001878,5.614703,-0.0020184,0.0000031,0.0006708,-0.046654,-0.045793,-1.39724711e-05,-2.03891697e-07,-1.37166748e-05,-2.01903753e-07,5.25650226e-03,1.21579057e-10,1.756e-17,1.365e-17
3.4200,21.95735,-14.63823,0.007129,5.697075,-0.001889,5.697080,-0.0020221,0.0000031,0.0006737,-0.047472,-0.046612,-1.42148514e-05,-2.04730935e-07,-1.39591716e-05,-2.02750435e-07,5.29234663e-03,1.21948500e-10,6.288e-18,1.142e-17
3.4400,22.22729,-14.81820,0.007244,5.779964,-0.001901,5.779969,-0.0020251,0.0000032,0.0006764,-0.048307,-0.047449,-1.44620043e-05,-2.05397223e-07,-1.42067986e-05,-2.03429518e-07,5.32750532e-03,1.22333145e-10,6.749e-18,1.881e-17
3.4600,22.49801,-14.99867,0.007359,5.863360,-0.001912,5.863365,-0.0020275,0.0000032,0.0006791,-0.049143,-0.048288,-1.47076390e-05,-2.04251253e-07,-1.44533005e-05,-2.02307752e-07,5.36196889e-03,1.22713748e-10,1.995e-17,1.381e-17
3.4800,22.76947,-15.17965,0.007475,5.947253,-0.001922,5.947258,-0.0020292,0.0000032,0.0006817,-0.049961,-0.049110,-1.49454644e-05,-2.00712948e-07,-1.46924156e-05,-1.98804594e-07,5.39572796e-03,1.23071701e-10,3.600e-17,2.023e-17
3.5000,23.04165,-15.36110,0.007592,6.031636,-0.001932,6.031642,-0.0020303,0.0000033,0.0006843,-0.050737,-0.049892,-1.51692930e-05,-1.95596108e-07,-1.49179803e-05,-1.93727169e-07,5.42877329e-03,1.23390173e-10,2.274e-17,1.220e-18
3.5200,23.31452,-15.54301,0.007710,6.116502,-0.001942,6.116507,-0.0020308,0.0000033,0.0006867,-0.051444,-0.050607,-1.53731346e-05,-1.90618006e-07,-1.51240219e-05,-1.88783855e-07,5.46109584e-03,1.23655377e-10,1.756e-17,2.351e-17
3.5400,23.58806,-15.72537,0.007828,6.201841,-0.001952,6.201847,-0.0020305,0.0000034,0.0006891,-0.052059,-0.051230,-1.55512803e-05,-1.87379278e-07,-1.53048421e-05,-1.85569467e-07,5.49268686e-03,1.23858681e-10,9.541e-18,2.027e-17
3.5600,23.86223,-15.90815,0.007948,6.287646,-0.001961,6.287652,-0.0020296,0.0000034,0.0006914,-0.052561,-0.051743,-1.56983820e-05,-1.86420804e-07,-1.54550975e-05,-1.84625554e-07,5.52353775e-03,1.23998249e-10,3.383e-17,6.234e-18
3.5800,24.13702,-16.09134,0.008068,6.373908,-0.001969,6.373914,-0.0020281,0.0000034,0.0006937,-0.052936,-0.052130,-1.58095344e-05,-1.86913410e-07,-1.55698806e-05,-1.85129651e-07,5.55364003e-03,1.24079238e-10,2.103e-17,6.031e-18
3.6000,24.41239,-16.27493,0.008190,6.460619,-0.001978,6.460625,-0.0020258,0.0000035,0.0006958,-0.053175,-0.052383,-1.58803586e-05,-1.87158735e-07,-1.56448036e-05,-1.85392115e-07,5.58298524e-03,1.24113574e-10,4.792e-17,2.266e-17
3.6200,24.68831,-16.45888,0.008312,6.547769,-0.001986,6.547775,-0.0020228,0.0000035,0.0006979,-0.053271,-0.052494,-1.59070827e-05,-1.85598899e-07,-1.56760792e-05,-1.83860599e-07,5.61156488e-03,1.24120091e-10,1.537e-17,3.498e-17
3.6400,24.96477,-16.64318,0.008435,6.635350,-0.001993,6.635355,-0.0020192,0.0000036,0.0006999,-0.053214,-0.052454,-1.58866118e-05,-1.81735395e-07,-1.56605902e-05,-1.80035697e-07,5.63937047e-03,1.24123980e-10,6.505e-18,3.736e-17
3.6600,25.24173,-16.82782,0.008559,6.723352,-0.002000,6.723358,-0.0020148,0.0000036,0.0007019,-0.052995,-0.052253,-1.58165797e-05,-1.76415069e-07,-1.55959422e-05,-1.74757515e-07,5.66639364e-03,1.24154957e-10,4.597e-17,5.028e-18
3.6800,25.51916,-17.01278,0.008683,6.811766,-0.002007,6.811772,-0.0020097,0.0000037,0.0007038,-0.052602,-0.051879,-1.56953794e-05,-1.71319815e-07,-1.54804943e-05,-1.69699423e-07,5.69262620e-03,1.24245406e-10,3.231e-17,1.081e-17
3.7000,25.79704,-17.19803,0.008809,6.900583,-0.002013,6.900589,-0.0020039,0.0000037,0.0007056,-0.052026,-0.051324,-1.55221760e-05,-1.67967174e-07,-1.53133730e-05,-1.66373745e-07,5.71806017e-03,1.24429305e-10,6.505e-18,1.134e-17
3.7200,26.07534,-17.38356,0.008935,6.989794,-0.002019,6.989800,-0.0019973,0.0000037,0.0007074,-0.051267,-0.050586,-1.52969084e-05,-1.66815775e-07,-1.50944746e-05,-1.65240290e-07,5.74268771e-03,1.24740789e-10,2.385e-17,9.582e-18
3.7400,26.35404,-17.56936,0.009062,7.079388,-0.002025,7.079394,-0.0019900,0.0000038,0.0007091,-0.050329,-0.049671,-1.50202855e-05,-1.67002670e-07,-1.48244622e-05,-1.65442948e-07,5.76650109e-03,1.25211670e-10,1.735e-17,3.876e-18
3.7600,26.63309,-17.75539,0.009190,7.169356,-0.002030,7.169362,-0.0019820,0.0000038,0.0007107,-0.049223,-0.048588,-1.46937795e-05,-1.66862745e-07,-1.45047596e-05,-1.65325022e-07,5.78949251e-03,1.25869072e-10,5.058e-17,5.028e-18
3.7800,26.91248,-17.94166,0.009319,7.259688,-0.002034,7.259694,-0.0019733,0.0000039,0.0007123,-0.047962,-0.047350,-1.43196119e-05,-1.64917305e-07,-1.41375377e-05,-1.63412824e-07,5.81165415e-03,1.26734009e-10,3.014e-17,1.586e-17
3.8000,27.19218,-18.12812,0.009448,7.350374,-0.002038,7.350380,-0.0019637,0.0000039,0.0007138,-0.046557,-0.045968,-1.39007261e-05,-1.60744698e-07,-1.37256882e-05,-1.59283378e-07,5.83297819e-03,1.27820007e-10,1.393e-17,1.255e-17
3.8200,27.47217,-18.31478,0.009578,7.441403,-0.002042,7.441410,-0.0019535,0.0000040,0.0007153,-0.045017,-0.044452,-1.34407415e-05,-1.55220086e-07,-1.32727788e-05,-1.53805049e-07,5.85345689e-03,1.29131409e-10,1.496e-17,1.979e-18
3.8400,27.75240,-18.50160,0.009709,7.532766,-0.002045,7.532773,-0.0019425,0.0000040,0.0007167,-0.043351,-0.042810,-1.29438877e-05,-1.49987683e-07,-1.27829875e-05,-1.48613881e-07,5.87308268e-03,1.30662621e-10,1.388e-17,2.673e-17
3.8600,28.03286,-18.68857,0.009840,7.624451,-0.002048,7.624458,-0.0019307,0.0000040,0.0007181,-0.041570,-0.041053,-1.24149237e-05,-1.46483245e-07,-1.22610243e-05,-1.45140973e-07,5.89184821e-03,1.32398869e-10,2.711e-17,1.334e-17
3.8800,28.31351,-18.87567,0.009972,7.716449,-0.002050,7.716456,-0.0019181,0.0000041,0.0007194,-0.039692,-0.039198,-1.18590508e-05,-1.45087006e-07,-1.17120436e-05,-1.43768167e-07,5.90974625e-03,1.34317202e-10,8.240e-18,8.213e-18
3.9000,28.59434,-19.06289,0.010105,7.808749,-0.002052,7.808756,-0.0019048,0.0000041,0.0007207,-0.037736,-0.037265,-1.12818252e-05,-1.44906802e-07,-1.11415584e-05,-1.43610188e-07,5.92676963e-03,1.36386994e-10,1.583e-17,1.197e-17
