case_id,target,tumble_dps,approach_mps,arm_speed,pose_err_deg,inertia_scale,reaction_aware,v0_result,v0_reason,v0_post_rate_dps,v2_result,v2_reason,v2_post_rate_dps,migration
C0155,target_satellite_v0,0.5,0.02,1.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.325,FAIL,BASE_REACTION_FAIL,0.252,FAIL->FAIL
C0156,target_satellite_v0,0.5,0.02,1.5,2.0,1.2,1,SAFE,SAFE,0.325,SAFE,SAFE,0.252,SAFE->SAFE
C0157,target_satellite_v0,0.5,0.02,1.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.217,FAIL,POSE_UNCERTAINTY_FAIL,0.206,FAIL->FAIL
C0158,target_satellite_v0,0.5,0.02,1.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.217,FAIL,POSE_UNCERTAINTY_FAIL,0.206,FAIL->FAIL
C0159,target_satellite_v0,0.5,0.02,1.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.271,FAIL,POSE_UNCERTAINTY_FAIL,0.231,FAIL->FAIL
C0160,target_satellite_v0,0.5,0.02,1.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.271,FAIL,POSE_UNCERTAINTY_FAIL,0.231,FAIL->FAIL
C0161,target_satellite_v0,0.5,0.02,1.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.325,FAIL,POSE_UNCERTAINTY_FAIL,0.252,FAIL->FAIL
C0162,target_satellite_v0,0.5,0.02,1.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.325,FAIL,POSE_UNCERTAINTY_FAIL,0.252,FAIL->FAIL
C0163,target_satellite_v0,1.0,0.005,0.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0164,target_satellite_v0,1.0,0.005,0.5,1.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0165,target_satellite_v0,1.0,0.005,0.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0166,target_satellite_v0,1.0,0.005,0.5,1.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0167,target_satellite_v0,1.0,0.005,0.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0168,target_satellite_v0,1.0,0.005,0.5,1.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0169,target_satellite_v0,1.0,0.005,0.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0170,target_satellite_v0,1.0,0.005,0.5,2.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0171,target_satellite_v0,1.0,0.005,0.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0172,target_satellite_v0,1.0,0.005,0.5,2.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0173,target_satellite_v0,1.0,0.005,0.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0174,target_satellite_v0,1.0,0.005,0.5,2.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0175,target_satellite_v0,1.0,0.005,0.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0176,target_satellite_v0,1.0,0.005,0.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0177,target_satellite_v0,1.0,0.005,0.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0178,target_satellite_v0,1.0,0.005,0.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0179,target_satellite_v0,1.0,0.005,0.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0180,target_satellite_v0,1.0,0.005,0.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0181,target_satellite_v0,1.0,0.005,1.0,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0182,target_satellite_v0,1.0,0.005,1.0,1.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0183,target_satellite_v0,1.0,0.005,1.0,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0184,target_satellite_v0,1.0,0.005,1.0,1.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0185,target_satellite_v0,1.0,0.005,1.0,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0186,target_satellite_v0,1.0,0.005,1.0,1.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0187,target_satellite_v0,1.0,0.005,1.0,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0188,target_satellite_v0,1.0,0.005,1.0,2.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0189,target_satellite_v0,1.0,0.005,1.0,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0190,target_satellite_v0,1.0,0.005,1.0,2.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0191,target_satellite_v0,1.0,0.005,1.0,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0192,target_satellite_v0,1.0,0.005,1.0,2.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0193,target_satellite_v0,1.0,0.005,1.0,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0194,target_satellite_v0,1.0,0.005,1.0,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0195,target_satellite_v0,1.0,0.005,1.0,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0196,target_satellite_v0,1.0,0.005,1.0,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0197,target_satellite_v0,1.0,0.005,1.0,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0198,target_satellite_v0,1.0,0.005,1.0,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0199,target_satellite_v0,1.0,0.005,1.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0200,target_satellite_v0,1.0,0.005,1.5,1.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0201,target_satellite_v0,1.0,0.005,1.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0202,target_satellite_v0,1.0,0.005,1.5,1.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0203,target_satellite_v0,1.0,0.005,1.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0204,target_satellite_v0,1.0,0.005,1.5,1.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0205,target_satellite_v0,1.0,0.005,1.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0206,target_satellite_v0,1.0,0.005,1.5,2.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0207,target_satellite_v0,1.0,0.005,1.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0208,target_satellite_v0,1.0,0.005,1.5,2.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0209,target_satellite_v0,1.0,0.005,1.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0210,target_satellite_v0,1.0,0.005,1.5,2.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0211,target_satellite_v0,1.0,0.005,1.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0212,target_satellite_v0,1.0,0.005,1.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0213,target_satellite_v0,1.0,0.005,1.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0214,target_satellite_v0,1.0,0.005,1.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0215,target_satellite_v0,1.0,0.005,1.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0216,target_satellite_v0,1.0,0.005,1.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0217,target_satellite_v0,1.0,0.01,0.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0218,target_satellite_v0,1.0,0.01,0.5,1.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0219,target_satellite_v0,1.0,0.01,0.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0220,target_satellite_v0,1.0,0.01,0.5,1.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0221,target_satellite_v0,1.0,0.01,0.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0222,target_satellite_v0,1.0,0.01,0.5,1.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0223,target_satellite_v0,1.0,0.01,0.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0224,target_satellite_v0,1.0,0.01,0.5,2.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0225,target_satellite_v0,1.0,0.01,0.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0226,target_satellite_v0,1.0,0.01,0.5,2.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0227,target_satellite_v0,1.0,0.01,0.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0228,target_satellite_v0,1.0,0.01,0.5,2.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0229,target_satellite_v0,1.0,0.01,0.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0230,target_satellite_v0,1.0,0.01,0.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0231,target_satellite_v0,1.0,0.01,0.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0232,target_satellite_v0,1.0,0.01,0.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0233,target_satellite_v0,1.0,0.01,0.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0234,target_satellite_v0,1.0,0.01,0.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0235,target_satellite_v0,1.0,0.01,1.0,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0236,target_satellite_v0,1.0,0.01,1.0,1.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0237,target_satellite_v0,1.0,0.01,1.0,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0238,target_satellite_v0,1.0,0.01,1.0,1.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0239,target_satellite_v0,1.0,0.01,1.0,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0240,target_satellite_v0,1.0,0.01,1.0,1.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0241,target_satellite_v0,1.0,0.01,1.0,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0242,target_satellite_v0,1.0,0.01,1.0,2.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0243,target_satellite_v0,1.0,0.01,1.0,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0244,target_satellite_v0,1.0,0.01,1.0,2.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0245,target_satellite_v0,1.0,0.01,1.0,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0246,target_satellite_v0,1.0,0.01,1.0,2.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0247,target_satellite_v0,1.0,0.01,1.0,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0248,target_satellite_v0,1.0,0.01,1.0,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0249,target_satellite_v0,1.0,0.01,1.0,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0250,target_satellite_v0,1.0,0.01,1.0,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0251,target_satellite_v0,1.0,0.01,1.0,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0252,target_satellite_v0,1.0,0.01,1.0,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0253,target_satellite_v0,1.0,0.01,1.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0254,target_satellite_v0,1.0,0.01,1.5,1.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0255,target_satellite_v0,1.0,0.01,1.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0256,target_satellite_v0,1.0,0.01,1.5,1.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0257,target_satellite_v0,1.0,0.01,1.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0258,target_satellite_v0,1.0,0.01,1.5,1.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0259,target_satellite_v0,1.0,0.01,1.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0260,target_satellite_v0,1.0,0.01,1.5,2.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0261,target_satellite_v0,1.0,0.01,1.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0262,target_satellite_v0,1.0,0.01,1.5,2.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0263,target_satellite_v0,1.0,0.01,1.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0264,target_satellite_v0,1.0,0.01,1.5,2.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0265,target_satellite_v0,1.0,0.01,1.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0266,target_satellite_v0,1.0,0.01,1.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0267,target_satellite_v0,1.0,0.01,1.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0268,target_satellite_v0,1.0,0.01,1.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0269,target_satellite_v0,1.0,0.01,1.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0270,target_satellite_v0,1.0,0.01,1.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0271,target_satellite_v0,1.0,0.02,0.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0272,target_satellite_v0,1.0,0.02,0.5,1.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0273,target_satellite_v0,1.0,0.02,0.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0274,target_satellite_v0,1.0,0.02,0.5,1.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0275,target_satellite_v0,1.0,0.02,0.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0276,target_satellite_v0,1.0,0.02,0.5,1.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0277,target_satellite_v0,1.0,0.02,0.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0278,target_satellite_v0,1.0,0.02,0.5,2.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0279,target_satellite_v0,1.0,0.02,0.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0280,target_satellite_v0,1.0,0.02,0.5,2.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0281,target_satellite_v0,1.0,0.02,0.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0282,target_satellite_v0,1.0,0.02,0.5,2.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0283,target_satellite_v0,1.0,0.02,0.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0284,target_satellite_v0,1.0,0.02,0.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0285,target_satellite_v0,1.0,0.02,0.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0286,target_satellite_v0,1.0,0.02,0.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0287,target_satellite_v0,1.0,0.02,0.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0288,target_satellite_v0,1.0,0.02,0.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0289,target_satellite_v0,1.0,0.02,1.0,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0290,target_satellite_v0,1.0,0.02,1.0,1.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0291,target_satellite_v0,1.0,0.02,1.0,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0292,target_satellite_v0,1.0,0.02,1.0,1.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0293,target_satellite_v0,1.0,0.02,1.0,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0294,target_satellite_v0,1.0,0.02,1.0,1.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0295,target_satellite_v0,1.0,0.02,1.0,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0296,target_satellite_v0,1.0,0.02,1.0,2.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0297,target_satellite_v0,1.0,0.02,1.0,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0298,target_satellite_v0,1.0,0.02,1.0,2.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
C0299,target_satellite_v0,1.0,0.02,1.0,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.65,FAIL,BASE_REACTION_FAIL,0.504,FAIL->FAIL
C0300,target_satellite_v0,1.0,0.02,1.0,2.0,1.2,1,SAFE,SAFE,0.65,SAFE,SAFE,0.504,SAFE->SAFE
C0301,target_satellite_v0,1.0,0.02,1.0,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0302,target_satellite_v0,1.0,0.02,1.0,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.433,FAIL,POSE_UNCERTAINTY_FAIL,0.411,FAIL->FAIL
C0303,target_satellite_v0,1.0,0.02,1.0,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0304,target_satellite_v0,1.0,0.02,1.0,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.542,FAIL,POSE_UNCERTAINTY_FAIL,0.462,FAIL->FAIL
C0305,target_satellite_v0,1.0,0.02,1.0,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0306,target_satellite_v0,1.0,0.02,1.0,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.65,FAIL,POSE_UNCERTAINTY_FAIL,0.504,FAIL->FAIL
C0307,target_satellite_v0,1.0,0.02,1.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.433,FAIL,BASE_REACTION_FAIL,0.411,FAIL->FAIL
C0308,target_satellite_v0,1.0,0.02,1.5,1.0,0.8,1,SAFE,SAFE,0.433,SAFE,SAFE,0.411,SAFE->SAFE
C0309,target_satellite_v0,1.0,0.02,1.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.542,FAIL,BASE_REACTION_FAIL,0.462,FAIL->FAIL
C0310,target_satellite_v0,1.0,0.02,1.5,1.0,1.0,1,SAFE,SAFE,0.542,SAFE,SAFE,0.462,SAFE->SAFE
